provider,model,seed,request,prompt_tokens,cache_read_tokens,output_tokens
ollama,deepseek-v4.1-flash,1,5,22051,21760,1609
ollama,deepseek-v4.1-flash,1,6,24145,22016,1544
ollama,deepseek-v4.1-flash,1,7,25744,24064,129
ollama,deepseek-v4.1-flash,1,8,25991,25728,156
ollama,deepseek-v4.1-flash,1,9,26235,25984,650
ollama,deepseek-v4.1-flash,1,10,26957,26112,124
ollama,deepseek-v4.1-flash,1,11,27169,26880,692
ollama,deepseek-v4.1-flash,1,12,28125,27136,138
ollama,deepseek-v4.1-flash,1,13,28318,28032,124
ollama,deepseek-v4.1-flash,1,14,28530,28288,1215
ollama,deepseek-v4.1-flash,1,15,30926,28416,2618
ollama,deepseek-v4.1-flash,1,16,33651,30848,1667
ollama,deepseek-v4.1-flash,1,17,35810,33536,1043
ollama,deepseek-v4.1-flash,1,18,37006,35712,969
ollama,deepseek-v4.1-flash,1,19,38106,36992,1276
ollama,deepseek-v4.1-flash,1,20,35341,0,0
ollama,deepseek-v4.1-flash,1,21,41008,0,405
ollama,deepseek-v4.1-flash,1,22,41777,40960,788
ollama,deepseek-v4.1-flash,1,23,42603,41728,1448
ollama,deepseek-v4.1-flash,1,24,44106,42496,134
ollama,deepseek-v4.1-flash,1,25,44330,44032,1829
ollama,deepseek-v4.1-flash,1,26,46231,44288,303
ollama,deepseek-v4.1-flash,1,27,46589,46208,116
ollama,deepseek-v4.1-flash,1,28,46795,46464,355
ollama,deepseek-v4.1-flash,1,29,48529,46720,448
ollama,deepseek-v4.1-flash,1,30,49032,48512,457
ollama,deepseek-v4.1-flash,1,31,49544,49024,117
ollama,deepseek-v4.1-flash,1,32,49772,49536,63
ollama,deepseek-v4.1-flash,1,33,50035,49664,310
ollama,deepseek-v4.1-flash,1,34,50399,49920,122
ollama,deepseek-v4.1-flash,1,35,50632,50304,64
ollama,deepseek-v4.1-flash,1,36,50884,50560,445
ollama,deepseek-v4.1-flash,1,37,51384,50816,723
ollama,deepseek-v4.1-flash,1,38,52704,51328,133
ollama,deepseek-v4.1-flash,1,39,52927,52608,675
ollama,deepseek-v4.1-flash,1,40,55477,52864,3419
ollama,deepseek-v4.1-flash,1,41,58993,55424,1132
ollama,deepseek-v4.1-flash,1,42,60267,58880,588
ollama,deepseek-v4.1-flash,1,43,60994,60160,1230
ollama,deepseek-v4.1-flash,1,44,62334,60928,891
ollama,deepseek-v4.1-flash,1,45,63337,62208,413
ollama,deepseek-v4.1-flash,1,46,64244,63232,1267
ollama,deepseek-v4.1-flash,1,47,65804,64128,119
ollama,deepseek-v4.1-flash,1,48,66014,65792,1807
ollama,deepseek-v4.1-flash,1,49,67862,65920,207
ollama,deepseek-v4.1-flash,1,50,68152,67840,132
ollama,deepseek-v4.1-flash,1,51,68339,68096,120
ollama,deepseek-v4.1-flash,1,52,68569,68224,65
ollama,deepseek-v4.1-flash,1,53,68750,68480,182
ollama,deepseek-v4.1-flash,1,54,68987,68736,123
ollama,deepseek-v4.1-flash,1,55,69200,68864,1628
ollama,deepseek-v4.1-flash,1,56,72246,69120,1356
ollama,deepseek-v4.1-flash,1,57,73703,72192,1839
ollama,deepseek-v4.1-flash,1,58,75642,73600,877
ollama,deepseek-v4.1-flash,1,59,76654,75520,1670
ollama,deepseek-v4.1-flash,1,60,78444,76544,506
ollama,deepseek-v4.1-flash,1,61,79080,78336,1914
ollama,deepseek-v4.1-flash,1,62,81129,78976,116
ollama,deepseek-v4.1-flash,1,63,81334,81024,2369
ollama,deepseek-v4.1-flash,1,64,83911,81280,2091
ollama,deepseek-v4.1-flash,1,65,86104,83840,1719
ollama,deepseek-v4.1-flash,1,66,87923,86016,1296
ollama,deepseek-v4.1-flash,1,67,89425,87808,1090
ollama,deepseek-v4.1-flash,1,68,90722,89344,1190
ollama,deepseek-v4.1-flash,1,69,92120,90624,1107
ollama,deepseek-v4.1-flash,1,70,93443,92032,1463
ollama,deepseek-v4.1-flash,1,71,95113,93440,2154
ollama,deepseek-v4.1-flash,1,72,97436,95104,1990
ollama,deepseek-v4.1-flash,1,73,99605,97408,2648
ollama,deepseek-v4.1-flash,1,74,102429,99584,1702
ollama,deepseek-v4.1-flash,1,75,104339,102400,779
ollama,deepseek-v4.1-flash,1,76,105296,104320,1381
ollama,deepseek-v4.1-flash,1,77,106934,105216,271
ollama,deepseek-v4.1-flash,1,78,107345,106880,895
ollama,deepseek-v4.1-flash,1,79,108409,107264,2358
ollama,deepseek-v4.1-flash,1,80,110944,108288,1193
ollama,deepseek-v4.1-flash,1,81,112306,110848,1321
ollama,deepseek-v4.1-flash,1,82,115174,112256,2085
ollama,deepseek-v4.1-flash,1,83,117710,115072,181
ollama,deepseek-v4.1-flash,1,84,117946,117632,200
ollama,deepseek-v4.1-flash,1,85,118201,117888,122
ollama,deepseek-v4.1-flash,1,86,118449,118144,324
ollama,deepseek-v4.1-flash,1,87,120286,118400,1731
ollama,deepseek-v4.1-flash,1,88,122072,120192,111
ollama,deepseek-v4.1-flash,1,89,122259,121984,1570
ollama,deepseek-v4.1-flash,1,90,123883,122240,152
ollama,deepseek-v4.1-flash,1,91,124341,123776,796
ollama,deepseek-v4.1-flash,2,1,14793,0,111
ollama,deepseek-v4.1-flash,2,2,17840,14664,174
ollama,deepseek-v4.1-flash,2,3,21404,17710,208
ollama,deepseek-v4.1-flash,2,4,21963,21274,828
ollama,deepseek-v4.1-flash,2,5,22899,21834,375
ollama,deepseek-v4.1-flash,2,6,23605,22770,1231
ollama,deepseek-v4.1-flash,2,7,24891,23476,1471
ollama,deepseek-v4.1-flash,2,8,26417,24762,144
ollama,deepseek-v4.1-flash,2,9,26683,26288,544
ollama,deepseek-v4.1-flash,2,10,27252,26554,143
ollama,deepseek-v4.1-flash,2,11,27467,27122,348
ollama,deepseek-v4.1-flash,2,12,27870,27338,145
ollama,deepseek-v4.1-flash,2,13,28129,27740,1438
ollama,deepseek-v4.1-flash,2,14,29723,28000,1018
ollama,deepseek-v4.1-flash,2,15,30796,29594,139
ollama,deepseek-v4.1-flash,2,16,31048,30666,1332
ollama,deepseek-v4.1-flash,2,17,32739,30918,169
ollama,deepseek-v4.1-flash,2,18,33231,32610,2566
ollama,deepseek-v4.1-flash,2,19,36082,33102,2455
ollama,deepseek-v4.1-flash,2,20,38592,35952,138
ollama,deepseek-v4.1-flash,2,21,38828,38462,1441
ollama,deepseek-v4.1-flash,2,22,40324,38698,659
ollama,deepseek-v4.1-flash,2,23,41038,40194,204
ollama,deepseek-v4.1-flash,2,24,41297,40908,159
ollama,deepseek-v4.1-flash,2,25,41511,41168,143
ollama,deepseek-v4.1-flash,2,26,41753,41382,923
ollama,deepseek-v4.1-flash,2,27,44155,41624,1378
ollama,deepseek-v4.1-flash,2,28,45566,44026,100
ollama,deepseek-v4.1-flash,2,29,46247,45436,721
ollama,deepseek-v4.1-flash,2,30,47027,46118,110
ollama,deepseek-v4.1-flash,2,31,47406,46898,1293
ollama,deepseek-v4.1-flash,2,32,48860,47276,1295
ollama,deepseek-v4.1-flash,2,33,50210,48730,170
ollama,deepseek-v4.1-flash,2,34,50435,50080,164
ollama,deepseek-v4.1-flash,2,35,52305,50306,1980
ollama,deepseek-v4.1-flash,2,36,54462,52176,2442
ollama,deepseek-v4.1-flash,2,37,56993,54332,478
ollama,deepseek-v4.1-flash,2,38,57569,56864,318
ollama,deepseek-v4.1-flash,2,39,58011,57440,1010
ollama,deepseek-v4.1-flash,2,40,59076,57882,947
ollama,deepseek-v4.1-flash,2,41,60078,58946,756
ollama,deepseek-v4.1-flash,2,42,60889,59948,225
ollama,deepseek-v4.1-flash,2,43,63216,60760,2151
ollama,deepseek-v4.1-flash,2,44,65570,63086,2230
ollama,deepseek-v4.1-flash,2,45,67979,65440,159
ollama,deepseek-v4.1-flash,2,46,68205,67850,1160
ollama,deepseek-v4.1-flash,2,47,69465,68076,2755
ollama,deepseek-v4.1-flash,2,48,72337,69336,853
ollama,deepseek-v4.1-flash,2,49,73245,72208,276
ollama,deepseek-v4.1-flash,2,50,73576,73116,131
ollama,deepseek-v4.1-flash,2,51,73808,73446,1104
ollama,deepseek-v4.1-flash,2,52,75059,73678,1264
ollama,deepseek-v4.1-flash,2,53,76435,74930,2248
ollama,deepseek-v4.1-flash,2,54,78763,76306,1499
ollama,deepseek-v4.1-flash,2,55,80512,78634,834
ollama,deepseek-v4.1-flash,2,56,81401,80382,409
ollama,deepseek-v4.1-flash,2,57,81865,81272,142
ollama,deepseek-v4.1-flash,2,58,82107,81736,1680
ollama,deepseek-v4.1-flash,2,59,83923,81978,1273
ollama,deepseek-v4.1-flash,2,60,85326,0,249
ollama,deepseek-v4.1-flash,2,61,85611,85248,230
ollama,deepseek-v4.1-flash,2,62,85871,85504,599
ollama,deepseek-v4.1-flash,2,63,86840,85760,2767
ollama,deepseek-v4.1-flash,2,64,89662,86784,134
ollama,deepseek-v4.1-flash,2,65,89910,89600,2073
ollama,deepseek-v4.1-flash,2,66,92037,89856,229
ollama,deepseek-v4.1-flash,2,67,92321,92032,131
ollama,deepseek-v4.1-flash,2,68,92565,92288,692
ollama,deepseek-v4.1-flash,2,69,93312,92544,207
ollama,deepseek-v4.1-flash,2,70,93574,93184,131
ollama,deepseek-v4.1-flash,2,71,93817,93568,431
ollama,deepseek-v4.1-flash,2,72,96980,93696,1021
ollama,deepseek-v4.1-flash,2,73,98057,96896,207
ollama,deepseek-v4.1-flash,2,74,98319,98048,133
ollama,deepseek-v4.1-flash,2,75,98565,98304,961
ollama,deepseek-v4.1-flash,2,76,102360,98560,989
ollama,deepseek-v4.1-flash,2,77,103404,102272,204
ollama,deepseek-v4.1-flash,2,78,103663,103296,399
ollama,deepseek-v4.1-flash,2,79,104175,103552,1414
ollama,deepseek-v4.1-flash,2,80,108374,104064,686
ollama,deepseek-v4.1-flash,2,81,109115,108288,204
ollama,deepseek-v4.1-flash,2,82,109374,109056,131
ollama,deepseek-v4.1-flash,2,83,109617,109312,1396
ollama,deepseek-v4.1-flash,2,84,113819,109568,397
ollama,deepseek-v4.1-flash,2,85,114317,113792,275
ollama,deepseek-v4.1-flash,2,86,114692,114304,1176
ollama,deepseek-v4.1-flash,2,87,115915,114688,152
ollama,deepseek-v4.1-flash,2,88,116314,115840,1840
ollama,deepseek-v4.1-flash,2,89,118265,116224,1363
ollama,deepseek-v4.1-flash,2,90,119768,118144,125
ollama,deepseek-v4.1-flash,2,91,119993,119680,1957
ollama,deepseek-v4.1-flash,2,92,122064,119936,1454
ollama,deepseek-v4.1-flash,2,93,123617,121984,1049
ollama,deepseek-v4.1-flash,2,94,124768,123520,425
ollama,deepseek-v4.1-flash,2,95,125306,124672,1078
ollama,deepseek-v4.1-flash,2,96,126485,125184,2368
ollama,deepseek-v4.1-flash,2,97,128967,126464,1057
ollama,deepseek-v4.1-flash,2,98,130163,128896,1347
ollama,deepseek-v4.1-flash,2,99,131621,130048,475
ollama,deepseek-v4.1-flash,2,100,132244,131584,315
ollama,deepseek-v4.1-flash,2,101,132672,132224,363
ollama,deepseek-v4.1-flash,2,102,133134,132608,507
ollama,deepseek-v4.1-flash,2,103,133742,133120,1329
ollama,deepseek-v4.1-flash,2,104,135230,133632,998
ollama,deepseek-v4.1-flash,2,105,136326,135168,1318
ollama,deepseek-v4.1-flash,2,106,137745,136320,802
ollama,deepseek-v4.1-flash,2,107,138645,137728,1119
ollama,deepseek-v4.1-flash,2,108,139994,138624,1280
ollama,deepseek-v4.1-flash,2,109,141322,139904,479
ollama,deepseek-v4.1-flash,2,110,141904,141312,1387
ollama,deepseek-v4.1-flash,2,111,143430,141824,90
ollama,deepseek-v4.1-flash,2,112,143596,143360,556
ollama,deepseek-v4.1-flash,2,113,144314,143488,2057
ollama,deepseek-v4.1-flash,2,114,146425,144256,116
ollama,deepseek-v4.1-flash,2,115,146624,146304,1157
ollama,deepseek-v4.1-flash,3,1,14790,316,111
ollama,deepseek-v4.1-flash,3,2,17837,14660,170
ollama,deepseek-v4.1-flash,3,3,21397,17708,159
ollama,deepseek-v4.1-flash,3,4,21817,21268,121
ollama,deepseek-v4.1-flash,3,5,21984,21688,576
ollama,deepseek-v4.1-flash,3,6,22641,21854,467
ollama,deepseek-v4.1-flash,3,7,23430,22512,1023
ollama,deepseek-v4.1-flash,3,8,24744,23300,175
ollama,deepseek-v4.1-flash,3,9,25030,24614,143
ollama,deepseek-v4.1-flash,3,10,25261,24900,1444
ollama,deepseek-v4.1-flash,3,11,26964,25132,1918
ollama,deepseek-v4.1-flash,3,12,29153,26834,2901
ollama,deepseek-v4.1-flash,3,13,32109,29024,121
ollama,deepseek-v4.1-flash,3,14,32318,31980,108
ollama,deepseek-v4.1-flash,3,15,32505,32188,2972
ollama,deepseek-v4.1-flash,3,16,35549,32376,191
ollama,deepseek-v4.1-flash,3,17,35795,35420,139
ollama,deepseek-v4.1-flash,3,18,36056,35666,1143
ollama,deepseek-v4.1-flash,3,19,38795,35926,1059
ollama,deepseek-v4.1-flash,3,20,40045,38666,2667
ollama,deepseek-v4.1-flash,3,21,42767,39916,140
ollama,deepseek-v4.1-flash,3,22,43101,42638,2238
ollama,deepseek-v4.1-flash,3,23,47197,42972,2212
ollama,deepseek-v4.1-flash,3,24,49464,47068,273
ollama,deepseek-v4.1-flash,3,25,49792,49334,141
ollama,deepseek-v4.1-flash,3,26,50081,49662,3313
ollama,deepseek-v4.1-flash,3,27,53449,49952,435
ollama,deepseek-v4.1-flash,3,28,53939,53320,143
ollama,deepseek-v4.1-flash,3,29,54214,53810,1246
ollama,deepseek-v4.1-flash,3,30,57587,54084,1238
ollama,deepseek-v4.1-flash,3,31,58880,57458,137
ollama,deepseek-v4.1-flash,3,32,59139,58750,1667
ollama,deepseek-v4.1-flash,3,33,60861,59010,133
ollama,deepseek-v4.1-flash,3,34,61127,60732,1694
ollama,deepseek-v4.1-flash,3,35,63017,60998,1582
ollama,deepseek-v4.1-flash,3,36,66988,62888,139
ollama,deepseek-v4.1-flash,3,37,67258,66858,651
ollama,deepseek-v4.1-flash,3,38,68182,67128,1919
ollama,deepseek-v4.1-flash,3,39,71428,68052,332
ollama,deepseek-v4.1-flash,3,40,72215,71298,408
ollama,deepseek-v4.1-flash,3,41,72819,72086,2352
ollama,deepseek-v4.1-flash,3,42,75226,72690,221
ollama,deepseek-v4.1-flash,3,43,75502,75096,135
ollama,deepseek-v4.1-flash,3,44,78256,75372,136
ollama,deepseek-v4.1-flash,3,45,78515,78126,1130
ollama,deepseek-v4.1-flash,3,46,79705,78386,450
ollama,deepseek-v4.1-flash,3,47,80238,79576,135
ollama,deepseek-v4.1-flash,3,48,80496,80108,1230
ollama,deepseek-v4.1-flash,3,49,81781,80366,143
ollama,deepseek-v4.1-flash,3,50,82049,81652,382
ollama,deepseek-v4.1-flash,3,51,84938,81920,484
ollama,deepseek-v4.1-flash,3,52,85546,84808,265
ollama,deepseek-v4.1-flash,3,53,85936,85416,614
ollama,deepseek-v4.1-flash,3,54,86683,85806,506
ollama,deepseek-v4.1-flash,3,55,87322,86554,405
ollama,deepseek-v4.1-flash,3,56,87860,87192,270
ollama,deepseek-v4.1-flash,3,57,88261,87730,754
ollama,deepseek-v4.1-flash,3,58,89147,88132,268
ollama,deepseek-v4.1-flash,3,59,89547,89018,1015
ollama,deepseek-v4.1-flash,3,60,91213,89418,403
ollama,deepseek-v4.1-flash,3,61,91699,91084,478
ollama,deepseek-v4.1-flash,3,62,92232,91570,145
ollama,deepseek-v4.1-flash,3,63,92523,92102,2180
ollama,deepseek-v4.1-flash,3,64,94758,92394,140
ollama,deepseek-v4.1-flash,3,65,95045,94628,2438
ollama,deepseek-v4.1-flash,3,66,97538,94916,214
ollama,deepseek-v4.1-flash,3,67,97807,97408,133
ollama,deepseek-v4.1-flash,3,68,98077,97678,927
ollama,deepseek-v4.1-flash,3,69,101758,97948,1021
ollama,deepseek-v4.1-flash,3,70,102946,101628,1203
ollama,deepseek-v4.1-flash,3,71,104223,102816,440
ollama,deepseek-v4.1-flash,3,72,104762,104094,1341
ollama,deepseek-v4.1-flash,3,73,107031,104632,463
ollama,deepseek-v4.1-flash,3,74,107545,106902,666
ollama,deepseek-v4.1-flash,3,75,108294,107416,143
ollama,deepseek-v4.1-flash,3,76,108573,108164,1461
ollama,deepseek-v4.1-flash,3,77,112588,108444,1667
ollama,deepseek-v4.1-flash,3,78,114424,112458,142
ollama,deepseek-v4.1-flash,3,79,114693,114294,1291
ollama,deepseek-v4.1-flash,3,80,116181,114564,520
ollama,deepseek-v4.1-flash,3,81,116815,116052,1900
ollama,deepseek-v4.1-flash,3,82,118974,116686,271
ollama,deepseek-v4.1-flash,3,83,119710,118844,136
ollama,deepseek-v4.1-flash,3,84,119972,119580,387
ollama,deepseek-v4.1-flash,3,85,120603,119842,920
ollama,deepseek-v4.1-flash,3,86,121710,120474,797
ollama,deepseek-v4.1-flash,3,87,122863,121580,2104
ollama,deepseek-v4.1-flash,3,88,125089,122734,1117
ollama,deepseek-v4.1-flash,3,89,126740,124960,195
ollama,deepseek-v4.1-flash,3,90,127076,126610,136
ollama,deepseek-v4.1-flash,3,91,127335,126946,1151
ollama,deepseek-v4.1-flash,3,92,128704,127206,2050
ollama,deepseek-v4.1-flash,3,93,130930,128574,327
ollama,deepseek-v4.1-flash,3,94,131433,130800,90
ollama,deepseek-v4.1-flash,3,95,131599,0,2428
ollama,deepseek-v4.1-flash,3,96,134081,131470,111
ollama,deepseek-v4.1-flash,3,97,134249,133952,578
ollama,nemotron-3-super,1,1,15299,0,54
ollama,nemotron-3-super,1,2,18151,0,65
ollama,nemotron-3-super,1,3,19149,12672,95
ollama,nemotron-3-super,1,4,19359,8448,93
ollama,nemotron-3-super,1,5,19534,12672,66
ollama,nemotron-3-super,1,6,19648,12672,487
ollama,nemotron-3-super,1,7,20439,0,725
ollama,nemotron-3-super,1,8,21238,12672,94
ollama,nemotron-3-super,1,9,21516,12672,520
ollama,nemotron-3-super,1,10,22116,16896,351
ollama,nemotron-3-super,1,11,22536,16896,83
ollama,nemotron-3-super,1,12,23260,16896,74
ollama,nemotron-3-super,1,13,23466,16896,73
ollama,nemotron-3-super,1,14,23585,0,61
ollama,nemotron-3-super,1,15,23692,16896,58
ollama,nemotron-3-super,1,16,23884,16896,68
ollama,nemotron-3-super,1,17,24308,0,724
ollama,nemotron-3-super,1,18,23823,0,0
ollama,nemotron-3-super,1,19,25598,16896,126
ollama,nemotron-3-super,1,20,26782,16896,80
ollama,nemotron-3-super,1,21,26908,21120,60
ollama,nemotron-3-super,1,22,27084,21120,141
ollama,nemotron-3-super,1,23,27271,21120,85
ollama,nemotron-3-super,1,24,27582,21120,171
ollama,nemotron-3-super,1,25,27815,21120,93
ollama,nemotron-3-super,1,26,27954,21120,52
ollama,nemotron-3-super,1,27,28054,21120,73
ollama,nemotron-3-super,1,28,28443,21120,232
ollama,nemotron-3-super,1,29,28744,21120,72
ollama,nemotron-3-super,1,30,28862,21120,61
ollama,nemotron-3-super,1,31,29038,21120,78
ollama,nemotron-3-super,1,32,29377,21120,63
ollama,nemotron-3-super,1,33,29580,21120,293
ollama,nemotron-3-super,1,34,29942,21120,75
ollama,nemotron-3-super,1,35,30063,21120,68
ollama,nemotron-3-super,1,36,30245,25344,229
ollama,nemotron-3-super,1,37,30755,25344,63
ollama,nemotron-3-super,1,38,30958,25344,253
ollama,nemotron-3-super,1,39,31280,25344,65
ollama,nemotron-3-super,1,40,31391,25344,57
ollama,nemotron-3-super,1,41,31563,25344,63
ollama,nemotron-3-super,1,42,31891,0,216
ollama,nemotron-3-super,1,43,32176,25344,65
ollama,nemotron-3-super,1,44,32287,25344,58
ollama,nemotron-3-super,1,45,32460,25344,115
ollama,nemotron-3-super,1,46,32640,25344,319
ollama,nemotron-3-super,1,47,33028,25344,70
ollama,nemotron-3-super,1,48,33144,25344,66
ollama,nemotron-3-super,1,49,33326,25344,263
ollama,nemotron-3-super,1,50,33658,16896,70
ollama,nemotron-3-super,1,51,33774,25344,63
ollama,nemotron-3-super,1,52,33952,29568,222
ollama,nemotron-3-super,1,53,34243,25344,70
ollama,nemotron-3-super,1,54,34359,29568,67
ollama,nemotron-3-super,1,55,34542,29568,175
ollama,nemotron-3-super,1,56,34978,29568,64
ollama,nemotron-3-super,1,57,35182,29568,834
ollama,nemotron-3-super,1,58,36085,29568,76
ollama,nemotron-3-super,1,59,36207,29568,75
ollama,nemotron-3-super,1,60,36398,29568,249
ollama,nemotron-3-super,1,61,36716,29568,79
ollama,nemotron-3-super,1,62,36841,29568,72
ollama,nemotron-3-super,1,63,37029,29568,104
ollama,nemotron-3-super,1,64,37396,25344,64
ollama,nemotron-3-super,1,65,37602,29568,263
ollama,nemotron-3-super,1,66,37934,29568,71
ollama,nemotron-3-super,1,67,38051,29568,70
ollama,nemotron-3-super,1,68,38237,29568,71
ollama,nemotron-3-super,1,69,38568,29568,63
ollama,nemotron-3-super,1,70,38773,33792,286
ollama,nemotron-3-super,1,71,39128,33792,71
ollama,nemotron-3-super,1,72,39245,33792,66
ollama,nemotron-3-super,1,73,39426,33792,86
ollama,nemotron-3-super,1,74,39772,33792,63
ollama,nemotron-3-super,1,75,36417,0,0
ollama,nemotron-3-super,1,76,40342,33792,481
ollama,nemotron-3-super,1,77,41065,33792,70
ollama,nemotron-3-super,1,78,41515,25344,450
ollama,nemotron-3-super,1,79,42034,33792,425
ollama,nemotron-3-super,1,80,42528,33792,78
ollama,nemotron-3-super,1,81,38945,0,0
ollama,nemotron-3-super,1,82,39060,0,0
ollama,nemotron-3-super,1,83,43107,33792,56
ollama,nemotron-3-super,1,84,39522,0,0
ollama,nemotron-3-super,1,85,44109,38016,562
ollama,nemotron-3-super,1,86,44740,38016,90
ollama,nemotron-3-super,1,87,44876,38016,62
ollama,nemotron-3-super,1,88,45054,38016,393
ollama,nemotron-3-super,1,89,45516,38016,72
ollama,nemotron-3-super,1,90,45634,33792,68
ollama,nemotron-3-super,1,91,45818,38016,227
ollama,nemotron-3-super,1,92,46114,38016,72
ollama,nemotron-3-super,1,93,46232,38016,65
ollama,nemotron-3-super,1,94,42095,0,0
ollama,nemotron-3-super,1,95,46746,38016,76
ollama,nemotron-3-super,1,96,46868,42240,76
ollama,nemotron-3-super,1,97,47060,38016,246
ollama,nemotron-3-super,1,98,47375,42240,76
ollama,nemotron-3-super,1,99,47497,42240,76
ollama,nemotron-3-super,1,100,47689,42240,194
ollama,nemotron-3-super,1,101,48166,42240,64
ollama,nemotron-3-super,1,102,48408,42240,867
ollama,nemotron-3-super,1,103,49344,42240,619
ollama,nemotron-3-super,1,104,50032,42240,189
ollama,nemotron-3-super,1,105,51406,42240,101
ollama,nemotron-3-super,1,106,51553,46464,55
ollama,nemotron-3-super,1,107,51725,42240,778
ollama,nemotron-3-super,1,108,52568,46464,1144
ollama,nemotron-3-super,1,109,53781,46464,125
ollama,nemotron-3-super,1,110,53952,46464,57
ollama,nemotron-3-super,1,111,54126,46464,105
ollama,nemotron-3-super,1,112,54906,46464,76
ollama,nemotron-3-super,1,113,55337,50688,632
ollama,nemotron-3-super,1,114,56038,50688,60
ollama,nemotron-3-super,1,115,56144,46464,57
ollama,nemotron-3-super,1,116,56318,50688,304
ollama,nemotron-3-super,1,117,56777,42240,420
ollama,nemotron-3-super,1,118,57266,50688,75
ollama,nemotron-3-super,1,119,57387,50688,69
ollama,nemotron-3-super,1,120,57573,50688,225
ollama,nemotron-3-super,1,121,57867,50688,75
ollama,nemotron-3-super,1,122,57988,50688,69
ollama,nemotron-3-super,1,123,58175,50688,162
ollama,nemotron-3-super,1,124,58824,50688,63
ollama,nemotron-3-super,1,125,59029,50688,248
ollama,nemotron-3-super,1,126,59346,54912,71
ollama,nemotron-3-super,1,127,59463,50688,70
ollama,nemotron-3-super,1,128,59651,54912,272
ollama,nemotron-3-super,1,129,59992,50688,71
ollama,nemotron-3-super,1,130,60109,38016,66
ollama,nemotron-3-super,1,131,60293,54912,95
ollama,nemotron-3-super,1,132,60648,54912,217
ollama,nemotron-3-super,1,133,60934,54912,69
ollama,nemotron-3-super,1,134,61049,54912,64
ollama,nemotron-3-super,1,135,61231,54912,86
ollama,nemotron-3-super,1,136,61588,54912,207
ollama,nemotron-3-super,1,137,61864,54912,69
ollama,nemotron-3-super,1,138,61979,54912,64
ollama,nemotron-3-super,1,139,62159,0,395
ollama,nemotron-3-super,1,140,62821,54912,220
ollama,nemotron-3-super,1,141,63110,54912,73
ollama,nemotron-3-super,1,142,63229,54912,70
ollama,nemotron-3-super,1,143,63415,54912,242
ollama,nemotron-3-super,1,144,57216,0,0
ollama,nemotron-3-super,1,145,63845,59136,70
ollama,nemotron-3-super,1,146,64032,54912,245
ollama,nemotron-3-super,1,147,64346,59136,72
ollama,nemotron-3-super,1,148,64464,59136,66
ollama,nemotron-3-super,1,149,64645,59136,115
ollama,nemotron-3-super,1,150,64916,59136,56
ollama,nemotron-3-super,1,151,65239,59136,786
ollama,nemotron-3-super,1,152,66094,59136,64
ollama,nemotron-3-super,1,153,66204,59136,62
ollama,nemotron-3-super,1,154,66383,59136,268
ollama,nemotron-3-super,1,155,67118,59136,297
ollama,nemotron-3-super,1,156,67484,59136,156
ollama,nemotron-3-super,1,157,67709,63360,169
ollama,nemotron-3-super,1,158,67947,59136,65
ollama,nemotron-3-super,1,159,68058,63360,55
ollama,nemotron-3-super,1,160,68229,63360,335
ollama,nemotron-3-super,1,161,68633,63360,62
ollama,nemotron-3-super,1,162,68741,63360,55
ollama,nemotron-3-super,1,163,68912,63360,393
ollama,nemotron-3-super,1,164,69728,63360,791
ollama,nemotron-3-super,1,165,70588,63360,63
ollama,nemotron-3-super,1,166,70697,63360,58
ollama,nemotron-3-super,1,167,70870,63360,166
ollama,nemotron-3-super,1,168,71404,63360,210
ollama,nemotron-3-super,1,169,71683,63360,64
ollama,nemotron-3-super,1,170,71793,63360,64
ollama,nemotron-3-super,1,171,71974,63360,220
ollama,nemotron-3-super,1,172,72263,54912,64
ollama,nemotron-3-super,1,173,72373,67584,59
ollama,nemotron-3-super,1,174,72507,67584,67
ollama,nemotron-3-super,1,175,72729,67584,303
ollama,nemotron-3-super,1,176,65237,0,0
ollama,nemotron-3-super,1,177,73211,67584,64
ollama,nemotron-3-super,1,178,73391,0,264
ollama,nemotron-3-super,1,179,65741,0,0
ollama,nemotron-3-super,1,180,73834,67584,64
ollama,nemotron-3-super,1,181,74030,67584,253
ollama,nemotron-3-super,1,182,74513,0,181
ollama,nemotron-3-super,1,183,74769,67584,155
ollama,nemotron-3-super,1,184,75187,67584,55
ollama,nemotron-3-super,1,185,75298,67584,74
ollama,nemotron-3-super,1,186,75453,67584,806
ollama,nemotron-3-super,1,187,76327,67584,61
ollama,nemotron-3-super,1,188,76434,67584,203
ollama,nemotron-3-super,2,1,15298,0,58
ollama,nemotron-3-super,2,2,18154,8448,64
ollama,nemotron-3-super,2,3,19151,0,89
ollama,nemotron-3-super,2,4,19354,0,94
ollama,nemotron-3-super,2,5,19529,12672,277
ollama,nemotron-3-super,2,6,20197,12672,63
ollama,nemotron-3-super,2,7,20444,12672,197
ollama,nemotron-3-super,2,8,20785,12672,100
ollama,nemotron-3-super,2,9,21341,0,685
ollama,nemotron-3-super,2,10,22106,16896,77
ollama,nemotron-3-super,2,11,22316,16896,73
ollama,nemotron-3-super,2,12,22435,0,71
ollama,nemotron-3-super,2,13,22552,12672,67
ollama,nemotron-3-super,2,14,22733,16896,143
ollama,nemotron-3-super,2,15,23137,0,130
ollama,nemotron-3-super,2,16,23357,16896,141
ollama,nemotron-3-super,2,17,23582,16896,169
ollama,nemotron-3-super,2,18,23803,16896,196
ollama,nemotron-3-super,2,19,24045,16896,121
ollama,nemotron-3-super,2,20,22364,0,0
